@relation risco_credito

@attribute rangeIdade string
@attribute numeroDependentes numeric
@attribute estadoCivil string
@attribute escolaridade string
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia string
@attribute tipoEmprego string
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute seraInadimplente {0,1}

@data
'acima de 60',4,'Casado','Ensino Médio Completo',24,56,'Proprietario','CLT',44,1518.00,0.00,80131.00,70069.00,-11486.00,0,190.22,0,12446.67,1
'41 a 60',0,'Solteiro','Sem Escolaridade',59,43,'Locatario','CLT',21,2170.00,0.00,82024.00,8322.00,-17179.00,1,734.87,1,18465.94,1
'acima de 60',3,'Solteiro','Sem Escolaridade',21,62,'Locatario','CLT',38,2676.00,0.00,81255.00,69142.00,37003.00,1,2102.01,51,21836.66,1
'acima de 60',3,'Viuvo','Ensino Médio Incompleto',22,41,'Proprietario','PJ',50,2072.00,0.00,57619.00,26774.00,8266.00,0,9725.84,0,68670.00,1
'acima de 60',2,'Casado','Doutorado',20,59,'Proprietario','Autonomo',51,9301.00,37790.00,465868.00,68532.00,42825.00,0,0.00,0,0.00,0
'até 25',0,'Solteiro','Sem Escolaridade',12,44,'Locatario','CLT',0,1833.00,0.00,42994.00,7362.00,-19763.00,1,3579.34,59,136739.88,1
'41 a 60',0,'Solteiro','Sem Escolaridade',25,47,'Locatario','CLT',26,14419.00,293343.00,705919.00,244499.00,31970.00,0,0.00,0,0.00,0
'acima de 60',4,'Casado','Ensino Fundamental Completo',29,49,'Proprietario','PJ',46,1518.00,0.00,68327.00,45558.00,-11095.00,0,0.00,0,0.00,0
'até 25',3,'Casado','Superior Completo',19,42,'Proprietario','CLT',2,4415.00,134660.00,271930.00,124535.00,-377191.00,1,812.13,3,16910.95,0
'41 a 60',0,'Solteiro','Sem Escolaridade',43,49,'Locatario','CLT',21,9250.00,40020.00,337083.00,96290.00,11912.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Sem Escolaridade',13,46,'Locatario','CLT',1,2124.00,0.00,71407.00,65595.00,49380.00,1,4565.83,48,116111.25,1
'acima de 60',2,'Solteiro','Sem Escolaridade',47,41,'Locatario','CLT',0,3354.00,17422.00,810327.00,305783.00,-345038.00,1,8111.37,56,79370.37,1
'acima de 60',0,'Solteiro','Sem Escolaridade',34,47,'Locatario','CLT',30,1518.00,0.00,140248.00,74359.00,0.00,0,16524.60,0,590678.57,1
'41 a 60',3,'Solteiro','Sem Escolaridade',38,36,'Locatario','CLT',7,2498.00,292636.00,553547.00,485973.00,0.00,0,0.00,0,0.00,0
'41 a 60',3,'Casado','Mestrado',25,41,'Locatario','CLT',18,1518.00,0.00,99026.00,54166.00,-20390.00,0,0.00,0,0.00,0
'acima de 60',3,'Casado','Ensino Médio Incompleto',38,43,'Proprietario','Autonomo',63,1518.00,0.00,59586.00,2734.00,0.00,0,0.00,0,0.00,0
'acima de 60',1,'Viuvo','Ensino Médio Completo',55,44,'Proprietario','Autonomo',51,1518.00,0.00,29838.00,24774.00,0.00,0,1352.37,0,16155.71,1
'41 a 60',4,'Solteiro','Sem Escolaridade',42,47,'Locatario','CLT',24,1547.00,0.00,66232.00,36580.00,9604.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',32,56,'Locatario','CLT',30,1670.00,0.00,87503.00,57593.00,4450.00,0,462.25,0,37530.00,1
'acima de 60',2,'Casado','Ensino Médio Completo',49,37,'Locatario','Autonomo',13,1868.00,0.00,50882.00,50663.00,0.00,1,732.30,18,61055.00,1
'acima de 60',3,'Casado','Ensino Fundamental Completo',86,43,'Proprietario','Autonomo',23,3269.00,0.00,43662.00,34335.00,15142.00,0,0.00,0,0.00,0
'acima de 60',1,'Casado','Superior Completo',45,46,'Locatario','PJ',76,7470.00,374108.00,481370.00,64316.00,0.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Sem Escolaridade',15,43,'Locatario','CLT',0,2747.00,0.00,19941.00,19638.00,6147.00,0,0.00,0,0.00,1
'26 a 40',3,'Solteiro','Sem Escolaridade',29,41,'Locatario','CLT',10,9229.00,230453.00,843944.00,556315.00,242254.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',50,50,'Locatario','CLT',31,3329.00,0.00,62573.00,26301.00,19425.00,1,135.53,28,9085.43,0
'26 a 40',1,'Solteiro','Sem Escolaridade',35,61,'Locatario','CLT',22,1793.00,0.00,9258.00,5003.00,0.00,0,199.22,0,11703.73,1
'até 25',3,'Solteiro','Sem Escolaridade',20,37,'Locatario','CLT',2,11002.00,606883.00,514534.00,471288.00,-336404.00,0,0.00,0,0.00,0
'até 25',3,'Solteiro','Sem Escolaridade',23,43,'Locatario','CLT',5,2610.00,0.00,146216.00,70059.00,0.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',28,47,'Locatario','CLT',42,1518.00,0.00,75177.00,37048.00,1849.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Sem Escolaridade',53,51,'Locatario','CLT',37,2837.00,0.00,39658.00,26806.00,-834.00,0,720.95,0,68100.00,1
'acima de 60',0,'Casado','Técnico',78,49,'Proprietario','Autonomo',47,1782.00,0.00,44663.00,16905.00,0.00,1,1119.81,17,43560.47,1
'até 25',0,'Solteiro','Sem Escolaridade',22,37,'Locatario','CLT',3,11415.00,220458.00,350689.00,195703.00,0.00,0,0.00,0,0.00,0
'26 a 40',0,'Viuvo','Superior Completo',38,42,'Locatario','CLT',20,2539.00,0.00,14417.00,14045.00,0.00,0,0.00,0,0.00,0
'26 a 40',1,'Viuvo','Sem Escolaridade',36,48,'Proprietario','CLT',11,2918.00,0.00,62082.00,23359.00,14870.00,0,0.00,0,0.00,0
'até 25',3,'Solteiro','Sem Escolaridade',23,51,'Locatario','CLT',0,2673.00,0.00,51762.00,46337.00,16140.00,1,292.26,69,5461.04,1
'até 25',1,'Solteiro','Sem Escolaridade',18,41,'Locatario','CLT',0,4857.00,65112.00,749961.00,235090.00,0.00,1,623.78,52,21215.93,1
'até 25',0,'Solteiro','Sem Escolaridade',23,48,'Locatario','CLT',4,1971.00,0.00,74581.00,28438.00,-42043.00,1,21250.00,36,710937.50,1
'26 a 40',2,'Viuvo','Superior Completo',34,41,'Proprietario','CLT',16,9615.00,399116.00,503216.00,2164.00,0.00,1,1549.36,49,62870.83,0
'41 a 60',2,'Viuvo','Mestrado',25,48,'Proprietario','CLT',24,2111.00,0.00,30942.00,24712.00,17340.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',85,42,'Locatario','CLT',67,1652.00,0.00,20949.00,17277.00,0.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',92,54,'Locatario','CLT',69,3217.00,0.00,54777.00,10741.00,602.00,1,128.14,15,2359.23,1
'acima de 60',1,'Solteiro','Sem Escolaridade',39,43,'Locatario','CLT',77,2535.00,0.00,67874.00,63027.00,-7329.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',18,49,'Locatario','CLT',39,1518.00,0.00,25572.00,2536.00,-68216.00,1,1573.04,88,5620.87,1
'acima de 60',3,'Solteiro','Ensino Fundamental Incompleto',30,42,'Proprietario','PJ',57,7930.00,339712.00,446383.00,420057.00,-177289.00,1,128.19,27,2048.89,1
'26 a 40',2,'Solteiro','Sem Escolaridade',33,44,'Locatario','CLT',19,1518.00,0.00,80129.00,6858.00,2407.00,1,4263.91,38,311589.20,1
'acima de 60',4,'Casado','Ensino Fundamental Completo',66,46,'Locatario','PJ',31,1518.00,0.00,121956.00,90867.00,15213.00,0,0.00,0,0.00,0
'acima de 60',1,'Casado','Ensino Médio Incompleto',75,59,'Locatario','Autonomo',61,1615.00,0.00,22103.00,12268.00,6561.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',82,41,'Locatario','CLT',70,5747.00,443035.00,313981.00,304326.00,-25853.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',41,47,'Locatario','CLT',47,2761.00,0.00,84849.00,20345.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Técnico',36,49,'Locatario','CLT',43,1812.00,0.00,51613.00,25164.00,7081.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Pós-graduação',95,41,'Locatario','PJ',77,1518.00,0.00,38190.00,1441.00,205.00,0,0.00,0,0.00,1
'41 a 60',4,'Solteiro','Sem Escolaridade',35,47,'Locatario','CLT',19,2052.00,0.00,113943.00,41256.00,3489.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Ensino Médio Completo',69,41,'Locatario','CLT',54,2528.00,0.00,141767.00,73957.00,5284.00,0,0.00,0,0.00,0
'41 a 60',0,'Viuvo','Superior Completo',59,43,'Proprietario','CLT',41,2685.00,115564.00,836443.00,463522.00,-30586.00,1,373.29,5,2087.43,0
'acima de 60',4,'Viuvo','Ensino Fundamental Incompleto',23,44,'Locatario','CLT',57,2000.00,0.00,88956.00,57291.00,22634.00,0,152.24,0,10007.69,1
'26 a 40',4,'Solteiro','Sem Escolaridade',0,41,'Locatario','CLT',8,1756.00,74879.00,499100.00,116827.00,16656.00,0,50.43,0,2260.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',79,49,'Locatario','CLT',40,1583.00,0.00,131314.00,62084.00,18666.00,0,0.00,0,0.00,0
'acima de 60',1,'Casado','Mestrado',9,41,'Proprietario','PJ',1,1947.00,0.00,29942.00,3465.00,-6025.00,0,0.00,0,0.00,1
'26 a 40',2,'Casado','Pós-graduação',36,54,'Locatario','PJ',18,2130.00,0.00,45397.00,3710.00,231.00,0,0.00,0,0.00,1
'acima de 60',1,'Viuvo','Pós-graduação',89,44,'Proprietario','CLT',66,19334.00,406858.00,583913.00,244310.00,78908.00,0,0.00,0,0.00,0
'até 25',3,'Casado','Superior Completo',4,51,'Proprietario','CLT',0,1518.00,0.00,110592.00,41383.00,0.00,1,1841.52,33,92578.31,1
'41 a 60',3,'Solteiro','Sem Escolaridade',49,42,'Locatario','CLT',31,2609.00,0.00,61904.00,43473.00,1531.00,0,41215.70,0,1662440.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',66,41,'Locatario','CLT',48,8194.00,3868.00,529108.00,101531.00,0.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',77,59,'Locatario','CLT',13,1518.00,0.00,61071.00,13393.00,0.00,0,0.00,0,0.00,1
'acima de 60',0,'Casado','Ensino Fundamental Completo',65,44,'Proprietario','CLT',5,2243.00,89240.00,238634.00,176457.00,0.00,0,0.00,0,0.00,0
'26 a 40',3,'Casado','Técnico',31,54,'Locatario','CLT',6,3488.00,0.00,128559.00,33656.00,5712.00,1,1191.09,37,34638.33,1
'41 a 60',0,'Solteiro','Sem Escolaridade',41,36,'Locatario','CLT',4,3028.00,0.00,57304.00,9922.00,-51843.00,0,0.00,0,0.00,0
'26 a 40',2,'Viuvo','Ensino Fundamental Incompleto',32,44,'Locatario','Autonomo',14,2756.00,0.00,49356.00,34626.00,0.00,0,0.00,0,0.00,1
'26 a 40',0,'Solteiro','Sem Escolaridade',13,36,'Locatario','CLT',15,12819.00,205161.00,442084.00,341142.00,78895.00,1,12256.34,63,553264.75,0
'acima de 60',4,'Solteiro','Sem Escolaridade',81,49,'Locatario','CLT',48,4176.00,856.00,541321.00,357209.00,0.00,0,0.00,0,0.00,0
'26 a 40',3,'Solteiro','Sem Escolaridade',0,62,'Locatario','CLT',20,2333.00,143872.00,134753.00,104062.00,-229011.00,0,0.00,0,0.00,1
'acima de 60',0,'Solteiro','Sem Escolaridade',61,59,'Locatario','CLT',55,1832.00,0.00,39823.00,13323.00,1447.00,1,28281.89,25,68179.04,1
'41 a 60',4,'Solteiro','Sem Escolaridade',32,43,'Locatario','CLT',34,2834.00,0.00,94827.00,92596.00,2908.00,0,8756.20,0,366573.54,1
'até 25',3,'Solteiro','Sem Escolaridade',19,54,'Locatario','CLT',1,1844.00,0.00,67013.00,33678.00,16838.00,1,1208.33,51,16451.66,1
'acima de 60',2,'Casado','Superior Completo',74,49,'Locatario','Autonomo',57,1543.00,0.00,13205.00,9282.00,0.00,1,4816.16,20,153044.46,1
'acima de 60',0,'Solteiro','Sem Escolaridade',87,59,'Locatario','CLT',26,1567.00,0.00,45402.00,35889.00,22904.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',95,62,'Locatario','CLT',77,2448.00,0.00,27554.00,3498.00,48.00,0,0.00,0,0.00,1
'26 a 40',4,'Viuvo','Sem Escolaridade',33,50,'Locatario','PJ',15,1622.00,470012.00,479219.00,337153.00,0.00,1,61.42,0,5118.18,1
'acima de 60',0,'Solteiro','Sem Escolaridade',97,42,'Locatario','CLT',34,1518.00,0.00,16466.00,14616.00,-25232.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',71,41,'Locatario','CLT',13,3168.00,0.00,53302.00,39125.00,-14346.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Sem Escolaridade',38,44,'Locatario','CLT',15,2852.00,0.00,10509.00,52.00,0.00,1,978.71,17,53483.46,1
'acima de 60',2,'Solteiro','Sem Escolaridade',98,41,'Locatario','CLT',40,3123.00,0.00,122661.00,82724.00,0.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',46,41,'Locatario','CLT',17,2345.00,0.00,70918.00,41875.00,0.00,1,29007.84,54,528102.86,1
'41 a 60',4,'Casado','Pós-graduação',46,54,'Locatario','Autonomo',28,2960.00,0.00,24171.00,12718.00,0.00,0,210.16,0,6610.00,1
'acima de 60',1,'Solteiro','Doutorado',45,49,'Proprietario','CLT',34,1854.00,0.00,48919.00,15283.00,-30512.00,0,3286.91,0,36950.00,1
'até 25',2,'Viuvo','Superior Incompleto',3,62,'Locatario','PJ',6,1518.00,0.00,33734.00,22708.00,-10992.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',37,43,'Locatario','CLT',7,3207.00,0.00,53212.00,39766.00,12562.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',77,41,'Locatario','CLT',10,3257.00,0.00,104375.00,42269.00,0.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Mestrado',42,49,'Locatario','CLT',22,1588.00,0.00,74817.00,5529.00,0.00,0,0.00,0,0.00,0
'41 a 60',0,'Solteiro','Sem Escolaridade',49,43,'Locatario','CLT',38,13120.00,653993.00,468120.00,13172.00,-607989.00,0,83.04,0,4804.65,0
'41 a 60',2,'Solteiro','Sem Escolaridade',43,44,'Locatario','CLT',22,1937.00,0.00,146804.00,77167.00,21308.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',67,56,'Locatario','CLT',39,1950.00,317755.00,527278.00,237353.00,56398.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Doutorado',23,48,'Locatario','PJ',41,2208.00,0.00,39932.00,28920.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Viuvo','Sem Escolaridade',32,51,'Locatario','Autonomo',10,1518.00,0.00,101852.00,53350.00,0.00,0,0.00,0,0.00,1
'26 a 40',3,'Solteiro','Sem Escolaridade',25,41,'Locatario','CLT',9,12949.00,241031.00,349028.00,53949.00,13955.00,1,108.42,56,3627.26,0
'acima de 60',3,'Solteiro','Sem Escolaridade',1,43,'Locatario','CLT',30,2836.00,0.00,37994.00,37053.00,0.00,1,36.55,65,560.20,1
'41 a 60',0,'Solteiro','Sem Escolaridade',25,59,'Locatario','CLT',30,1767.00,205558.00,523010.00,306211.00,-155722.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',41,61,'Locatario','CLT',27,11673.00,471889.00,947323.00,605367.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',71,44,'Locatario','CLT',10,1791.00,0.00,59880.00,35520.00,-4813.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Mestrado',46,43,'Locatario','Autonomo',50,1982.00,0.00,79684.00,9875.00,-30795.00,1,992.26,41,3504.05,1
'acima de 60',1,'Solteiro','Sem Escolaridade',12,43,'Locatario','CLT',31,1518.00,0.00,44188.00,10686.00,2799.00,0,307.11,0,1330.00,0
'26 a 40',3,'Solteiro','Ensino Médio Incompleto',0,49,'Proprietario','PJ',11,16520.00,539775.00,88644.00,43615.00,0.00,1,11370.60,28,853597.48,1
'até 25',3,'Casado','Pós-graduação',6,41,'Proprietario','Autonomo',6,10746.00,59514.00,254608.00,43237.00,11482.00,0,0.00,0,0.00,0
'41 a 60',0,'Casado','Ensino Fundamental Completo',44,43,'Locatario','Autonomo',27,5406.00,62734.00,216114.00,157541.00,0.00,0,1925.73,0,59540.00,1
'acima de 60',0,'Viuvo','Superior Completo',78,61,'Locatario','PJ',58,2017.00,0.00,44498.00,34813.00,-5885.00,0,0.00,0,0.00,1
'até 25',1,'Solteiro','Sem Escolaridade',20,36,'Locatario','CLT',2,2572.00,0.00,46729.00,2899.00,-55523.00,0,0.00,0,0.00,1
'acima de 60',0,'Solteiro','Sem Escolaridade',66,41,'Proprietario','PJ',3,2269.00,0.00,38082.00,2298.00,882.00,0,7818.10,0,465300.00,1
'41 a 60',0,'Solteiro','Sem Escolaridade',9,46,'Locatario','CLT',23,1518.00,0.00,46803.00,26876.00,-28507.00,0,285.43,0,7575.61,0
'até 25',4,'Solteiro','Sem Escolaridade',20,41,'Locatario','CLT',2,2149.00,0.00,82061.00,78135.00,8117.00,1,486.23,49,10419.92,1
'acima de 60',3,'Solteiro','Sem Escolaridade',68,36,'Locatario','CLT',9,1518.00,0.00,90392.00,60125.00,12284.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',44,59,'Locatario','CLT',24,3066.00,0.00,91578.00,35485.00,14694.00,0,0.00,0,0.00,0
'26 a 40',4,'Solteiro','Sem Escolaridade',28,49,'Locatario','CLT',16,2518.00,0.00,105944.00,51455.00,22256.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',64,46,'Locatario','CLT',25,3013.00,0.00,68584.00,37553.00,4668.00,0,19600.00,0,133000.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',77,49,'Locatario','CLT',46,2971.00,578519.00,476426.00,413575.00,0.00,1,159.90,27,6212.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',1,46,'Locatario','CLT',41,2582.00,0.00,80883.00,44031.00,9384.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',72,51,'Locatario','CLT',54,2416.00,0.00,14586.00,9341.00,-16822.00,1,7264.43,70,228708.98,1
'41 a 60',1,'Solteiro','Sem Escolaridade',50,48,'Locatario','CLT',25,1781.00,0.00,81841.00,15155.00,0.00,0,0.00,0,0.00,0
'41 a 60',3,'Viuvo','Ensino Médio Incompleto',6,62,'Locatario','PJ',22,10837.00,372721.00,511856.00,407621.00,22744.00,0,71311.10,0,648160.00,1
'41 a 60',4,'Casado','Ensino Médio Completo',28,48,'Locatario','CLT',13,15289.00,76071.00,715851.00,409338.00,5969.00,1,1110.12,54,30839.71,0
'26 a 40',0,'Solteiro','Sem Escolaridade',4,56,'Locatario','CLT',11,2176.00,0.00,92075.00,19099.00,8264.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Técnico',57,41,'Locatario','Autonomo',27,1518.00,0.00,88297.00,20857.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Casado','Sem Escolaridade',85,51,'Locatario','CLT',78,1946.00,0.00,60407.00,46093.00,0.00,0,0.00,0,0.00,1
'até 25',3,'Solteiro','Sem Escolaridade',18,44,'Locatario','CLT',1,11199.00,576523.00,196257.00,42849.00,12337.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',76,59,'Locatario','CLT',38,1518.00,0.00,119756.00,85123.00,13243.00,1,118.52,14,353.33,1
'acima de 60',4,'Casado','Ensino Fundamental Incompleto',42,59,'Locatario','CLT',43,2071.00,0.00,86763.00,48051.00,5041.00,0,0.00,0,0.00,0
